# Thai words with more than one recorded reading (WikiPron), most frequent first.
# class: sandhi = linking form inside a Pali/Sanskrit compound (positional, the
#   dictionary already carries it on the compound); tone-only / vowel-length =
#   two accepted transcriptions of one word; letter-names = the spelling-out
#   reading; REVIEW = none of those, so possibly a true heteronym.
# Only REVIEW rows need a human. For each, say whether the two readings mean
#   DIFFERENT things (write y) or are both acceptable for the same word (n),
#   and if y, list words that signal the second reading.
freq	word	class	ours	readings	different_meaning	cue_words
0	ไซเล็ม	tone-only	saj˧lem˧	saj˧lem˥˩ | saj˧lem˧		
0	ไซเบอร์เนติกส์	tone-only	saj˧bɤː˥˩neː˧tik̚s˨˩	saj˧bɤː˥˩neː˧tik̚s˨˩ | saj˧bɤː˧neː˧tik̚s˨˩		
0	ไซเบอร์สเปซ	tone-only	saj˧bɤː˥˩sa˨˩peːs˦˥	saj˧bɤː˥˩sa˨˩peːs˦˥ | saj˧bɤː˥˩sa˨˩peːs˨˩		
0	โหราธิบดี	REVIEW	hoː˩˩˦raː˧tʰi˦˥bɔː˧diː˧	hoː˩˩˦raː˧tʰip̚˦˥bɔː˧diː˧ | hoː˩˩˦raː˧tʰi˦˥bɔː˧diː˧		
0	โสษ	sandhi	soːt̚˨˩	soːt̚˨˩ | soːt̚˨˩sa˨˩		
0	โวลเตจ	REVIEW	woːn˧teːt̚˨˩	woːl˧teːt̚˨˩ | woːn˧teːt̚˨˩		
0	โวลต์มิเตอร์	REVIEW		woːl˦˥mi˦˥tɤː˥˩ | woːn˦˥mi˦˥tɤː˥˩		
0	โภชนากร	REVIEW		pʰoːt̚˥˩tɕʰa˦˥naː˧kɔːn˧ | pʰoː˧tɕʰa˦˥naː˧kɔːn˧		
0	โภคกิจ	REVIEW		pʰoːk̚˥˩kʰa˦˥kit̚˨˩ | pʰoː˧kʰa˦˥kit̚˨˩		
0	โฟลเอ็ม	tone-only	floː˧ʔem˥˩	floː˧ʔem˥˩ | floː˧ʔem˧		
0	โทรลล์	REVIEW	tʰroːl˧	tʰroːl˧ | tʰroːn˧		
0	แอลเจียร์ส	REVIEW	ʔɛl˧tɕiat̚˨˩	ʔɛl˧tɕia̯t̚˨˩ | ʔɛn˧tɕia̯t̚˨˩		
0	แมรี	tone-only	mɛː˧riː˧	mɛː˧riː˥˩ | mɛː˧riː˧		
0	แพ็กเจ	tone-only	pʰɛk̚˦˥tɕeː˧	pʰɛk̚˦˥tɕeː˧ | pʰɛk̚˨˩tɕeː˧		
0	แท็บเล็ตคอมพิวเตอร์	tone-only		tʰɛp̚˦˥let̚˨˩kʰɔm˧pʰiw˦˥tɤː˥˩ | tʰɛp̚˦˥let̚˨˩kʰɔm˧pʰiw˧tɤː˥˩		
0	แทสเมเนียนเดวิล	tone-only	tʰɛːs˦˥meː˧nian˥˩deː˧wil˥˩	tʰɛːs˦˥meː˧nia̯n˥˩deː˧wil˥˩ | tʰɛːs˦˥meː˧nia̯n˥˩deː˧wil˧		
0	แทลลาแฮสซี	tone-only	tʰɛn˧laː˧hɛt̚˦˥siː˥˩	tʰɛn˧laː˧hɛt̚˦˥siː˥˩ | tʰɛn˧laː˧hɛt̚˦˥siː˧		
0	แคล	vowel-length	kʰɛːl˧	kʰɛl˧ | kʰɛːl˧		
0	แคนวาส	REVIEW	kʰɛːn˧waːt̚˦˥	kʰɛːn˧waːs˦˥ | kʰɛːn˧waːt̚˦˥		
0	แกรนด์ดัชเชส	tone-only	krɛːn˧dat̚˦˥tɕʰes˦˥	krɛːn˧dat̚˦˥tɕʰes˥˩ | krɛːn˧dat̚˦˥tɕʰes˦˥		
0	เฮช	vowel-length	heːtɕʰ˦˥	hetɕʰ˦˥ | heːtɕʰ˦˥		
0	เฮก	vowel-length	hek̚˦˥	hek̚˦˥ | heːk̚˦˥		
0	เอสเปรันโต	REVIEW	ʔeːs˨˩peː˧ran˧toː˧	ʔeːs˨˩peː˧ran˧toː˧ | ʔeːt̚˨˩peː˧ran˧toː˧		
0	เอนทาลปี	tone-only		ʔeːn˧tʰaw˧piː˥˩ | ʔeːn˧tʰaw˧piː˧		
0	เอนทัลปี	tone-only		ʔeːn˧tʰaw˧piː˥˩ | ʔeːn˧tʰaw˧piː˧		
0	เอซ	REVIEW		ʔeːs˨˩ | ʔeːt̚˨˩		
0	เหล็กแหลม	vowel-length		lek̚˨˩lɛm˩˩˦ | lek̚˨˩lɛːm˩˩˦		
0	เศรษฐยาธิปไตย	REVIEW	seːt̚˨˩tʰa˨˩jaː˧tʰip̚˦˥pa˨˩taj˧	seːt̚˨˩tʰa˨˩jaː˧tʰip̚˦˥pa˨˩taj˧ | seːt̚˨˩tʰa˨˩jaː˧tʰi˦˥pa˨˩taj˧		
0	เวสต์แบงก์	REVIEW	weːt̚˦˥bɛŋ˦˥	weːs˦˥bɛŋ˦˥ | weːt̚˦˥bɛŋ˦˥		
0	เลิศสะแมนแตน	vowel-length		lɤːt̚˥˩sa˨˩mɛn˧tɛn˧ | lɤːt̚˥˩sa˨˩mɛːn˧tɛːn˧		
0	เริ่ดสะแมนแตน	vowel-length		rɤt̚˥˩sa˨˩mɛn˧tɛn˧ | rɤt̚˥˩sa˨˩mɛːn˧tɛːn˧		
0	เมืองราชบุรี	REVIEW		mɯa̯ŋ˧raːt̚˥˩bu˨˩riː˧ | mɯa̯ŋ˧raːt̚˥˩tɕʰa˦˥bu˨˩riː˧		
0	เมษปิศาจ	REVIEW	meːt̚˥˩sa˨˩pi˨˩saːt̚˨˩	meːt̚˥˩sa˨˩pi˨˩saːt̚˨˩ | meː˧sa˨˩pi˨˩saːt̚˨˩		
0	เมษบาล	REVIEW	meːt̚˥˩sa˨˩baːn˧	meːt̚˥˩sa˨˩baːn˧ | meː˧sa˨˩baːn˧		
0	เมธังกร	REVIEW	meː˧tʰaŋ˧kɔːn˧	meː˧tʰaŋ˧ka˨˩ra˦˥ | meː˧tʰaŋ˧kɔːn˧		
0	เพกาซัส	REVIEW	pʰeː˧kaː˧sat̚˦˥	pʰeː˧kaː˧sas˦˥ | pʰeː˧kaː˧sat̚˦˥		
0	เบงกอลตะวันตก	REVIEW		beŋ˧kɔːl˧ta˨˩wan˧tok̚˨˩ | beŋ˧kɔːn˧ta˨˩wan˧tok̚˨˩		
0	เน็ตไอดอล	REVIEW	net̚˨˩ʔaj˧dɔl˥˩	net̚˨˩ʔaj˧dɔl˥˩ | net̚˨˩ʔaj˧dɔn˥˩		
0	เน็กไท	tone-only	nek̚˦˥tʰaj˧	nek̚˦˥tʰaj˦˥ | nek̚˦˥tʰaj˧		
0	เทเบิลเทนนิส	REVIEW	tʰeː˧bɤl˥˩tʰen˧nis˦˥	tʰeː˧bɤl˥˩tʰen˧nis˦˥ | tʰeː˧bɤn˥˩tʰen˧nit̚˦˥		
0	เทวาธิปไตย	REVIEW	tʰeː˧waː˧tʰip̚˦˥pa˨˩taj˧	tʰeː˧waː˧tʰip̚˦˥pa˨˩taj˧ | tʰeː˧waː˧tʰi˦˥pa˨˩taj˧		
0	เทคบอล	REVIEW	tʰek̚˨˩bɔn˧	tʰek̚˨˩bɔl˧ | tʰek̚˨˩bɔn˧		
0	เตาอบไมโครเวฟ	REVIEW	taw˧ʔop̚˨˩maj˧kʰroː˧weːp̚˦˥	taw˧ʔop̚˨˩maj˧kʰroː˧weːf˦˥ | taw˧ʔop̚˨˩maj˧kʰroː˧weːp̚˦˥		
0	เด็กเจ็ดเข้าเฒ่าเจ็ดสิบ	vowel-length	dek̚˨˩tɕet̚˨˩kʰaw˥˩tʰaw˥˩tɕet̚˨˩sip̚˨˩	dek̚˨˩tɕet̚˨˩kʰaw˥˩tʰaw˥˩tɕet̚˨˩sip̚˨˩ | dek̚˨˩tɕet̚˨˩kʰaːw˥˩tʰaw˥˩tɕet̚˨˩sip̚˨˩		
0	เซาตูเมและปรินซีปี	tone-only	saw˧tuː˧meː˧lɛʔ˦˥prin˧siː˧piː˧	saw˧tuː˧meː˧lɛʔ˦˥prin˧siː˧piː˥˩ | saw˧tuː˧meː˧lɛʔ˦˥prin˧siː˧piː˧		
0	เกมคอมพิวเตอร์	tone-only		keːm˧kʰɔm˧pʰiw˦˥tɤː˥˩ | keːm˧kʰɔm˧pʰiw˧tɤː˥˩		
0	อุปัชฌาย	REVIEW	ʔu˨˩pat̚˨˩tɕʰaː˧ja˦˥	ʔup̚˨˩pat̚˨˩tɕʰaː˧ja˦˥ | ʔu˨˩pat̚˨˩tɕʰaː˧ja˦˥		
0	อุปัชฌา	REVIEW	ʔu˨˩pat̚˨˩tɕʰaː˧	ʔup̚˨˩pat̚˨˩tɕʰaː˧ | ʔu˨˩pat̚˨˩tɕʰaː˧		
0	อาร์ชดัชเชส	tone-only	ʔaːtɕʰ˦˥dat̚˦˥tɕʰes˦˥	ʔaːtɕʰ˦˥dat̚˦˥tɕʰes˥˩ | ʔaːtɕʰ˦˥dat̚˦˥tɕʰes˦˥		
0	อาชญากรรมสงคราม	REVIEW	ʔaːt̚˨˩jaː˧kam˧soŋ˩˩˦kʰraːm˧	ʔaːt̚˨˩jaː˧kam˧soŋ˩˩˦kʰraːm˧ | ʔaːt̚˨˩tɕʰa˦˥jaː˧kam˧soŋ˩˩˦kʰraːm˧		
0	อัสตานา	tone-only	ʔas˥˩taː˧naː˧	ʔas˥˩taː˧naː˥˩ | ʔas˥˩taː˧naː˧		
0	อัลตร้าซาวด์	REVIEW	ʔan˧traː˥˩saːw˧	ʔal˧traː˥˩saːw˧ | ʔan˧traː˥˩saːw˧		
0	อับดุลเลาะ	tone-only	ʔap̚˨˩dun˧lɔʔ˦˥	ʔap̚˨˩dun˧lɔʔ˦˥ | ʔap̚˨˩dun˧lɔʔ˨˩		
0	อัตวินิบาต	sandhi	ʔat̚˨˩ta˨˩wi˦˥ni˦˥baːt̚˨˩	ʔat̚˨˩ta˨˩wi˦˥ni˦˥baːt̚˨˩ | ʔat̚˨˩ta˨˩wi˦˥ni˦˥baːt̚˨˩ta˨˩		
0	อะเลปโป	tone-only		ʔa˨˩lep̚˦˥poː˥˩ | ʔa˨˩lep̚˦˥poː˧		
0	อะนิเมะ	tone-only	ʔa˨˩ni˦˥meʔ˦˥	ʔa˨˩ni˦˥meʔ˦˥ | ʔa˨˩ni˦˥meʔ˨˩		
0	อะนาโตลี	tone-only	ʔa˨˩naː˧toː˧liː˧	ʔa˨˩naː˧toː˧liː˥˩ | ʔa˨˩naː˧toː˧liː˧		
0	ออเดิร์ฟ	REVIEW	ʔɔː˧dɤːp̚˦˥	ʔɔː˧dɤːf˦˥ | ʔɔː˧dɤːp̚˦˥		
0	ออนแทรีโอ	vowel-length		ʔɔn˧tʰɛː˧riː˧ʔoː˥˩ | ʔɔːn˧tʰɛː˧riː˧ʔoː˥˩		
0	อนิยมสรรพนาม	REVIEW	ʔa˨˩ni˦˥ja˦˥ma˦˥sap̚˨˩pʰa˦˥naːm˧	ʔa˨˩ni˦˥ja˦˥ma˦˥sap̚˨˩pʰa˦˥naːm˧ | ʔa˨˩ni˦˥jom˧ma˦˥sap̚˨˩pʰa˦˥naːm˧		
0	องค์กรอาชญากรรม	REVIEW		ʔoŋ˧kɔːn˧ʔaːt̚˨˩jaː˧kam˧ | ʔoŋ˧kɔːn˧ʔaːt̚˨˩tɕʰa˦˥jaː˧kam˧		
0	หิมะถล่ม	tone-only	hi˨˩ma˦˥tʰa˨˩lom˨˩	hi˧ma˦˥tʰa˨˩lom˨˩ | hi˨˩ma˦˥tʰa˨˩lom˨˩		
0	สุโขทย	REVIEW		suk̚˨˩kʰoː˩˩˦tʰa˦˥ja˦˥ | su˨˩kʰoː˩˩˦tʰa˦˥ja˦˥		
0	สุชาต	REVIEW	su˨˩tɕʰaːt̚˥˩	su˨˩tɕʰaːt̚˥˩ | su˨˩tɕʰaː˧ta˨˩		
0	สุขสันต์วันคริสต์มาส	REVIEW	suk̚˨˩san˩˩˦wan˧kʰris˦˥maːs˥˩	suk̚˨˩san˩˩˦wan˧kʰris˦˥maːs˥˩ | suk̚˨˩san˩˩˦wan˧kʰrit̚˦˥sa˨˩maːt̚˥˩		
0	สาธารณรัฐแอฟริกากลาง	tone-only	saː˩˩˦tʰaː˧ra˦˥na˦˥rat̚˦˥ʔɛp̚˦˥fri˦˥kaː˧klaːŋ˧	saː˩˩˦tʰaː˧ra˦˥na˦˥rat̚˦˥ʔɛp̚˦˥fri˦˥kaː˧klaːŋ˧ | saː˩˩˦tʰaː˧ra˧na˦˥rat̚˦˥ʔɛp̚˦˥fri˦˥kaː˧klaːŋ˧		
0	สาธารณรัฐฝรั่งเศส	tone-only		saː˩˩˦tʰaː˧ra˦˥na˦˥rat̚˦˥fa˨˩raŋ˨˩seːt̚˨˩ | saː˩˩˦tʰaː˧ra˧na˦˥rat̚˦˥fa˨˩raŋ˨˩seːt̚˨˩		
0	สาธารณรัฐจีน	tone-only	saː˩˩˦tʰaː˧ra˦˥na˦˥rat̚˦˥tɕiːn˧	saː˩˩˦tʰaː˧ra˦˥na˦˥rat̚˦˥tɕiːn˧ | saː˩˩˦tʰaː˧ra˧na˦˥rat̚˦˥tɕiːn˧		
0	สาธารณรัฐกล้วย	tone-only		saː˩˩˦tʰaː˧ra˦˥na˦˥rat̚˦˥klua̯j˥˩ | saː˩˩˦tʰaː˧ra˧na˦˥rat̚˦˥klua̯j˥˩		
0	สากลศักราช	REVIEW	saː˩˩˦kon˧la˦˥sak̚˨˩ka˨˩raːt̚˨˩	saː˩˩˦kon˧la˦˥sak̚˨˩ka˨˩raːt̚˨˩ | saː˩˩˦kon˧sak̚˨˩ka˨˩raːt̚˨˩		
0	สอยมะม่วง	vowel-length	sɔːj˩˩˦ma˦˥muaŋ˥˩	sɔj˩˩˦ma˦˥mua̯ŋ˥˩ | sɔːj˩˩˦ma˦˥mua̯ŋ˥˩		
0	สหราชอาณาจักรเกรตบริเตนและนอร์เทิร์นไอร์แลนด์	vowel-length	sa˨˩ha˨˩raːt̚˥˩tɕʰa˦˥ʔaː˧naː˧tɕak̚˨˩kreːt̚˦˥bri˨˩teːn˧lɛʔ˦˥nɔt̚˦˥tʰɤn˥˩ʔaj˧lɛn˥˩	sa˨˩ha˨˩raːt̚˥˩tɕʰa˦˥ʔaː˧naː˧tɕak̚˨˩kreːt̚˦˥bri˨˩teːn˧lɛʔ˦˥nɔt̚˦˥tʰɤn˥˩ʔaj˧lɛn˥˩ | sa˨˩ha˨˩raːt̚˥˩tɕʰa˦˥ʔaː˧naː˧tɕak̚˨˩kreːt̚˦˥bri˨˩teːn˧lɛʔ˦˥nɔt̚˦˥tʰɤn˥˩ʔaj˧lɛːn˧		
0	สหภาพสาธารณรัฐสังคมนิยมโซเวียต	REVIEW		sa˨˩ha˨˩pʰaːp̚˥˩saː˩˩˦tʰaː˧ra˦˥na˦˥rat̚˦˥saŋ˩˩˦kʰom˧ma˦˥ni˦˥jom˧soː˧wia̯t̚˥˩ | sa˨˩ha˨˩pʰaːp̚˥˩saː˩˩˦tʰaː˧ra˦˥na˦˥rat̚˦˥saŋ˩˩˦kʰom˧ni˦˥jom˧soː˧wia̯t̚˥˩		
0	สหพันธ์สาธารณรัฐเยอรมนี	REVIEW		sa˨˩ha˨˩pʰan˧saː˩˩˦tʰaː˧ra˦˥na˦˥rat̚˦˥jɤː˧ma˦˥niː˧ | sa˨˩ha˨˩pʰan˧saː˩˩˦tʰaː˧ra˦˥na˦˥rat̚˦˥jɤː˧ra˦˥ma˦˥niː˧ | sa˨˩ha˨˩pʰan˧saː˩˩˦tʰaː˧ra˧na˦˥rat̚˦˥jɤː˧ma˦˥niː˧ | sa˨˩ha˨˩pʰan˧saː˩˩˦tʰaː˧ra˧na˦˥rat̚˦˥jɤː˧ra˦˥ma˦˥niː˧		
0	สลาฟ	REVIEW	sa˨˩laːf˦˥	sa˨˩laːf˦˥ | sa˨˩laːp̚˦˥		
0	สรณังกร	REVIEW	sɔː˩˩˦ra˦˥naŋ˧kɔːn˧	sa˨˩ra˦˥naŋ˧ka˨˩ra˦˥ | sa˨˩ra˦˥naŋ˧kɔːn˧ | sɔː˩˩˦ra˦˥naŋ˧ka˨˩ra˦˥ | sɔː˩˩˦ra˦˥naŋ˧kɔːn˧		
0	สมาพันธรัฐสวิส	REVIEW		sa˨˩maː˧pʰan˧tʰa˦˥rat̚˦˥sa˨˩wis˦˥ | sa˨˩maː˧pʰan˧tʰa˦˥rat̚˦˥sa˨˩wit̚˦˥		
0	สถานีบริการน้ำมัน	vowel-length	sa˨˩tʰaː˩˩˦niː˧bɔː˧ri˦˥kaːn˧naːm˦˥man˧	sa˨˩tʰaː˩˩˦niː˧bɔː˧ri˦˥kaːn˧nam˦˥man˧ | sa˨˩tʰaː˩˩˦niː˧bɔː˧ri˦˥kaːn˧naːm˦˥man˧		
0	สตรีนิยม	REVIEW	sa˨˩triː˧ni˦˥jom˧	sat̚˨˩triː˧ni˦˥jom˧ | sa˨˩triː˧ni˦˥jom˧		
0	ศุโขไทย	REVIEW		suk̚˨˩kʰoː˩˩˦tʰaj˧ | su˨˩kʰoː˩˩˦tʰaj˧		
0	ศุโขไท	REVIEW		suk̚˨˩kʰoː˩˩˦tʰaj˧ | su˨˩kʰoː˩˩˦tʰaj˧		
0	ศัลยกรรมเสริมสวย	REVIEW	san˩˩˦ja˦˥kam˧sɤːm˩˩˦suaj˩˩˦	san˩˩˦ja˦˥kam˧sɤːm˩˩˦sua̯j˩˩˦ | san˩˩˦la˦˥ja˦˥kam˧sɤːm˩˩˦sua̯j˩˩˦		
0	วิศวกรซอฟต์แวร์	REVIEW	wit̚˦˥sa˨˩wa˦˥kɔːn˧sɔːp̚˦˥wɛː˧	wit̚˦˥sa˨˩wa˦˥kɔːn˧sɔːf˦˥wɛː˧ | wit̚˦˥sa˨˩wa˦˥kɔːn˧sɔːp̚˦˥wɛː˧		
0	วิทยาการคอมพิวเตอร์	tone-only		wit̚˦˥tʰa˦˥jaː˧kaːn˧kʰɔm˧pʰiw˦˥tɤː˥˩ | wit̚˦˥tʰa˦˥jaː˧kaːn˧kʰɔm˧pʰiw˧tɤː˥˩		
0	วิซิกอท	tone-only	wi˦˥si˦˥kɔt̚˦˥	wi˦˥si˦˥kɔt̚˦˥ | wi˦˥si˦˥kɔt̚˨˩		
0	วอลล์เพเปอร์	REVIEW		wɔːl˧pʰeː˧pɤː˥˩ | wɔːn˧pʰeː˧pɤː˥˩ | wɔː˧pʰeː˧pɤː˥˩		
0	ลพบูรี	vowel-length	lop̚˦˥buː˧riː˧	lop̚˦˥buː˧riː˧ | lop̚˦˥bu˨˩riː˧		
0	รีมูฟเวอร์	REVIEW	riː˧muːp̚˦˥wɤː˥˩	riː˧muːf˦˥wɤː˥˩ | riː˧muːp̚˦˥wɤː˥˩		
0	ราชาธิปไตยภายใต้รัฐธรรมนูญ	REVIEW	raː˧tɕʰaː˧tʰip̚˦˥pa˨˩taj˧pʰaːj˧taːj˥˩rat̚˦˥tʰa˨˩tʰam˧ma˦˥nuːn˧	raː˧tɕʰaː˧tʰip̚˦˥pa˨˩taj˧pʰaːj˧taːj˥˩rat̚˦˥tʰa˨˩tʰam˧ma˦˥nuːn˧ | raː˧tɕʰaː˧tʰi˦˥pa˨˩taj˧pʰaːj˧taːj˥˩rat̚˦˥tʰa˨˩tʰam˧ma˦˥nuːn˧		
0	รัฐอิสราเอล	REVIEW		rat̚˦˥ʔis˨˩raː˧ʔeːl˧ | rat̚˦˥ʔit̚˨˩sa˨˩raː˧ʔeːl˧ | rat̚˦˥ʔit̚˨˩sa˨˩raː˧ʔeːw˧		
0	รังสีอัลตราไวโอเลต	REVIEW	raŋ˧siː˩˩˦ʔal˧traː˥˩waj˧ʔoː˧let̚˨˩	raŋ˧siː˩˩˦ʔal˧traː˥˩waj˧ʔoː˧let̚˨˩ | raŋ˧siː˩˩˦ʔan˧traː˥˩waj˧ʔoː˧let̚˨˩		
0	ระบบอุปถัมภ์	REVIEW		ra˦˥bop̚˨˩ʔup̚˨˩pa˨˩tʰam˩˩˦ | ra˦˥bop̚˨˩ʔu˨˩pa˨˩tʰam˩˩˦		
0	รองประธานาธิบดี	REVIEW		rɔːŋ˧pra˨˩tʰaː˧naː˧tʰip̚˦˥bɔː˧diː˧ | rɔːŋ˧pra˨˩tʰaː˧naː˧tʰi˦˥bɔː˧diː˧		
0	ยิบรอลตาร์	REVIEW	jip̚˦˥rɔːl˧taː˥˩	jip̚˦˥rɔl˧taː˥˩ | jip̚˦˥rɔn˧taː˥˩		
0	มือฝรั่ง	tone-only		mɯː˧fa˦˥raŋ˨˩ | mɯː˧fa˨˩raŋ˨˩		
0	มือบอน	vowel-length		mɯː˧bɔn˧ | mɯː˧bɔːn˧		
0	มึนเชิน	tone-only	mɯn˧tɕʰɤn˧	mɯn˧tɕʰɤn˥˩ | mɯn˧tɕʰɤn˧		
0	มีดพับสวิส	REVIEW	miːt̚˥˩pʰap̚˦˥sa˨˩wis˦˥	miːt̚˥˩pʰap̚˦˥sa˨˩wis˦˥ | miːt̚˥˩pʰap̚˦˥sa˨˩wit̚˦˥		
0	มินสค์	REVIEW	min˦˥	mins˦˥ | min˦˥		
0	มินสก์	REVIEW	min˦˥	mins˧ | min˦˥		
0	มิคกี้เมาส์	REVIEW	mik̚˦˥kiː˥˩maw˧	mik̚˦˥kiː˥˩maws˦˥ | mik̚˦˥kiː˥˩maw˦˥		
0	มาโตรชก้า	REVIEW	maː˧troːtɕʰ˨˩kaː˥˩	maː˧troːtɕʰ˨˩kaː˥˩ | maː˧troːt̚˨˩kaː˥˩		
0	มาตาธิปไตย	REVIEW	maː˧taː˧tʰip̚˦˥pa˨˩taj˧	maː˧taː˧tʰip̚˦˥pa˨˩taj˧ | maː˧taː˧tʰi˦˥pa˨˩taj˧		
0	มัชฌิมยุค	REVIEW		mat̚˦˥tɕʰim˧ma˦˥juk̚˦˥ | mat̚˦˥tɕʰi˦˥ma˦˥juk̚˦˥		
0	มังงะ	tone-only	maŋ˧ŋaʔ˦˥	maŋ˧ŋaʔ˦˥ | maŋ˧ŋaʔ˨˩		
0	มังคล	REVIEW	maŋ˧kʰon˧	maŋ˧kʰa˦˥la˦˥ | maŋ˧kʰon˧		
0	มหาเถร	sandhi	ma˦˥haː˩˩˦tʰeːn˩˩˦	ma˦˥haː˩˩˦tʰeːn˩˩˦ | ma˦˥haː˩˩˦tʰeː˩˩˦ra˦˥		
0	ฟีเจอริ่ง	tone-only	fiː˧tɕɤː˧riŋ˥˩	fiː˦˥tɕɤː˥˩riŋ˥˩ | fiː˦˥tɕɤː˧riŋ˥˩ | fiː˧tɕɤː˥˩riŋ˥˩ | fiː˧tɕɤː˧riŋ˥˩		
0	พูดไปก็ไลฟ์บอย	REVIEW		pʰuːt̚˥˩paj˧kɔː˥˩lajf˦˥bɔːj˧ | pʰuːt̚˥˩paj˧kɔː˥˩laj˦˥bɔːj˧		
0	พิสุทธินิยม	REVIEW	pʰi˦˥sut̚˨˩tʰi˦˥ni˦˥jom˧	pʰi˦˥sut̚˨˩ni˦˥jom˧ | pʰi˦˥sut̚˨˩tʰi˦˥ni˦˥jom˧		
0	พอดแคสต์	REVIEW	pʰɔːt̚˨˩kʰɛːs˦˥	pʰɔːt̚˨˩kʰɛːs˦˥ | pʰɔːt̚˨˩kʰɛːt̚˦˥		
0	พอดคาสต์	REVIEW	pʰɔːt̚˨˩kʰaːs˦˥	pʰɔːt̚˨˩kʰaːs˦˥ | pʰɔːt̚˨˩kʰaːt̚˦˥		
0	พลเดช	REVIEW	pʰon˧deːt̚˨˩	pʰa˦˥la˦˥deːt̚˨˩ | pʰon˧deːt̚˨˩ | pʰon˧la˦˥deːt̚˨˩		
0	พริชตีนา	REVIEW	pʰrit̚˦˥tiː˧naː˧	pʰritɕʰ˦˥tiː˧naː˧ | pʰrit̚˦˥tiː˧naː˧		
0	พรอวิเดนซ์	REVIEW	pʰrɔː˧wi˦˥den˦˥	pʰrɔː˧wi˦˥dens˦˥ | pʰrɔː˧wi˦˥den˦˥		
0	ผัคคุณ	sandhi		pʰak̚˨˩kʰun˧ | pʰak̚˨˩kʰu˦˥na˦˥		
0	ปาลิเมนต์	tone-only		paː˧li˦˥meːn˦˥ | paː˧li˦˥meːn˧		
0	ปัจฉิมบท	REVIEW	pat̚˨˩tɕʰim˩˩˦bot̚˨˩	pat̚˨˩tɕʰim˩˩˦bot̚˨˩ | pat̚˨˩tɕʰim˩˩˦ma˦˥bot̚˨˩		
0	ปรากฎการณ์	REVIEW	praː˧kot̚˨˩kaːn˧	praː˧kot̚˨˩kaːn˧ | praː˧kot̚˨˩ta˨˩kaːn˧		
0	ปรัตยุตบัน	sandhi		prat̚˨˩ta˨˩jut̚˦˥ban˧ | prat̚˨˩ta˨˩jut̚˦˥ban˧na˦˥		
0	ปรมินทร	REVIEW	pɔː˧ra˦˥min˧	pa˨˩ra˦˥min˧tʰra˦˥ | pɔː˧ra˦˥min˧tʰra˦˥		
0	ปรมราชาธิราช	REVIEW	pɔː˧ra˦˥ma˦˥raː˧tɕʰaː˧tʰi˦˥raːt̚˥˩	pa˨˩ra˦˥ma˦˥raː˧tɕʰaː˧tʰi˦˥raːt̚˥˩ | pa˨˩rom˧raː˧tɕʰaː˧tʰi˦˥raːt̚˥˩ | pɔː˧ra˦˥ma˦˥raː˧tɕʰaː˧tʰi˦˥raːt̚˥˩ | pɔː˧rom˧ma˦˥raː˧tɕʰaː˧tʰi˦˥raːt̚˥˩ | pɔː˧rom˧raː˧tɕʰaː˧tʰi˦˥raːt̚˥˩		
0	ปทุมุตร	sandhi	pa˨˩tʰu˦˥mut̚˦˥	pa˨˩tʰu˦˥mut̚˦˥ | pa˨˩tʰu˦˥mut̚˦˥ta˨˩ra˦˥		
0	บ้านตาล	sandhi		baːn˥˩taːn˧ | baːn˥˩taː˧la˦˥		
0	บุรพผลคุนี	REVIEW	pu˨˩ra˦˥pʰa˦˥pʰon˩˩˦la˦˥kʰu˦˥niː˧	pup̚˨˩pʰa˦˥pʰon˩˩˦la˦˥kʰu˦˥niː˧ | pu˨˩ra˦˥pʰa˦˥pʰon˩˩˦la˦˥kʰu˦˥niː˧		
0	บัณฑิตย	sandhi	ban˧dit̚˨˩ta˨˩ja˦˥	ban˧dit̚˨˩ | ban˧dit̚˨˩ta˨˩ja˦˥		
0	บัควีท	REVIEW		bak̚˦˥hwiːt̚˨˩ | bak̚˦˥wiːt̚˦˥		
0	บลัดดีแมรี	tone-only	blat̚˦˥diː˥˩mɛː˧riː˥˩	blat̚˦˥diː˥˩mɛː˧riː˥˩ | blat̚˨˩diː˥˩mɛː˧riː˥˩		
0	บริษัทร่วม	tone-only		bɔː˧ri˦˥sat̚˨˩rua̯m˥˩ | bɔː˧ri˧sat̚˨˩rua̯m˥˩		
0	บริษัทมหจำกัด	tone-only		bɔː˧ri˦˥sat̚˨˩ma˦˥ha˨˩tɕam˧kat̚˨˩ | bɔː˧ri˧sat̚˨˩ma˦˥ha˨˩tɕam˧kat̚˨˩		
0	บริษัททัวร์	tone-only		bɔː˧ri˦˥sat̚˨˩tʰua̯˧ | bɔː˧ri˧sat̚˨˩tʰua̯˧		
0	บรมราชาธีราช	REVIEW	bɔː˧rom˧raː˧tɕʰaː˧tʰi˦˥raːt̚˥˩	bɔː˧rom˧ma˦˥raː˧tɕʰaː˧tʰi˦˥raːt̚˥˩ | bɔː˧rom˧raː˧tɕʰaː˧tʰi˦˥raːt̚˥˩		
0	บรมราชาธิราช	REVIEW	bɔː˧rom˧raː˧tɕʰaː˧tʰi˦˥raːt̚˥˩	bɔː˧rom˧ma˦˥raː˧tɕʰaː˧tʰi˦˥raːt̚˥˩ | bɔː˧rom˧raː˧tɕʰaː˧tʰi˦˥raːt̚˥˩		
